Year,State,Break_Out,smoke_pct,dont_smoke_pct
2020,MD,35-44,12.799999999999999,87.2
2020,MD,45-54,10.8,89.2
2020,MD,55-64,13.399999999999999,86.6
2020,MD,65+,7.1000000000000005,92.9
2020,ME,18-24,12.400000000000002,87.6
2020,ME,25-34,24.9,75.1
2020,ME,35-44,23.9,76.19999999999999
2020,ME,45-54,18.0,81.9
2020,ME,55-64,16.8,83.2
2020,ME,65+,8.799999999999999,91.2
2020,MI,18-24,10.8,89.2
2020,MI,25-34,22.6,77.3
2020,MI,35-44,24.400000000000002,75.6
2020,MI,45-54,23.200000000000003,76.7
2020,MI,55-64,21.700000000000003,78.3
2020,MI,65+,9.9,90.0
2020,MN,18-24,7.8,92.2
2020,MN,25-34,17.7,82.3
2020,MN,35-44,18.799999999999997,81.3
2020,MN,45-54,14.5,85.5
2020,MN,55-64,15.8,84.2
2020,MN,65+,8.4,91.6
2020,MO,18-24,9.8,90.10000000000001
2020,MO,25-34,19.9,80.1
2020,MO,35-44,25.799999999999997,74.2
2020,MO,45-54,21.4,78.6
2020,MO,55-64,19.7,80.4
2020,MO,65+,11.100000000000001,88.9
2020,MS,18-24,11.00000000000001,89.0
2020,MS,25-34,24.9,75.0
2020,MS,35-44,27.1,73.0
2020,MS,45-54,22.4,77.6
2020,MS,55-64,24.2,75.8
2020,MS,65+,10.6,89.3
2020,MT,18-24,12.3,87.7
2020,MT,25-34,22.5,77.5
2020,MT,35-44,24.299999999999997,75.7
2020,MT,45-54,16.3,83.6
2020,MT,55-64,15.6,84.4
2020,MT,65+,10.2,89.80000000000001
2020,NC,18-24,8.4,91.6
2020,NC,25-34,19.4,80.6
2020,NC,35-44,21.2,78.8
2020,NC,45-54,18.6,81.5
2020,NC,55-64,20.9,79.0
2020,NC,65+,10.5,89.5
2020,ND,18-24,,
2020,ND,25-34,22.4,77.6
2020,ND,35-44,21.0,79.0
2020,ND,45-54,18.7,81.4
2020,ND,55-64,17.0,82.9
2020,ND,65+,9.8,90.2
2020,NE,18-24,7.8999999999999995,92.1
2020,NE,25-34,17.2,82.80000000000001
2020,NE,35-44,18.200000000000003,81.80000000000001
2020,NE,45-54,17.2,82.80000000000001
2020,NE,55-64,17.2,82.9
2020,NE,65+,7.199999999999999,92.8
2020,NH,18-24,,
2020,NH,25-34,18.5,81.4
2020,NH,35-44,19.2,80.7
2020,NH,45-54,17.7,82.19999999999999
2020,NH,55-64,12.5,87.4
2020,NH,65+,8.6,91.4
2020,NJ,18-24,4.399999999999997,95.6
2020,NJ,25-34,13.5,86.5
2020,NJ,35-44,14.100000000000001,85.89999999999999
2020,NJ,45-54,13.1,86.89999999999999
2020,NJ,55-64,12.4,87.69999999999999
2020,NJ,65+,6.7,93.3
2020,NM,18-24,9.7,90.3
2020,NM,25-34,21.0,79.0
2020,NM,35-44,23.0,77.1
2020,NM,45-54,18.1,81.9
2020,NM,55-64,15.3,84.7
2020,NM,65+,10.7,89.3
2020,NV,18-24,,
2020,NV,25-34,14.6,85.4
2020,NV,35-44,15.200000000000003,84.8
2020,NV,45-54,19.3,80.80000000000001
2020,NV,55-64,15.2,84.8
2020,NV,65+,13.4,86.6
2020,NY,18-24,5.5,94.5
2020,NY,25-34,13.2,86.8
2020,NY,35-44,15.9,84.1
2020,NY,45-54,15.6,84.39999999999999
2020,NY,55-64,15.0,85.0
2020,NY,65+,6.8999999999999995,93.2
2020,OH,18-24,10.5,89.5
2020,OH,25-34,23.9,76.1
2020,OH,35-44,26.6,73.4
2020,OH,45-54,22.299999999999997,77.69999999999999
2020,OH,55-64,22.900000000000002,77.0
2020,OH,65+,11.2,88.80000000000001
2020,OK,18-24,11.1,88.89999999999999
2020,OK,25-34,23.5,76.5
2020,OK,35-44,22.799999999999997,77.2
2020,OK,45-54,22.1,77.9
2020,OK,55-64,23.0,77.0
2020,OK,65+,12.600000000000001,87.5
2020,OR,18-24,11.1,88.89999999999999
2020,OR,25-34,16.2,83.8
2020,OR,35-44,13.2,86.7
2020,OR,45-54,18.0,82.0
2020,OR,55-64,13.9,86.1
2020,OR,65+,8.9,91.1
2020,PA,18-24,8.000000000000004,92.0
2020,PA,25-34,18.6,81.5
2020,PA,35-44,24.3,75.7
2020,PA,45-54,15.8,84.2
2020,PA,55-64,18.8,81.2
2020,PA,65+,10.2,89.9
2020,PR,18-24,,
2020,PR,25-34,11.1,89.0
2020,PR,35-44,14.399999999999999,85.6
2020,PR,45-54,11.7,88.30000000000001
2020,PR,55-64,13.4,86.6
2020,PR,65+,4.2,95.80000000000001
2020,RI,18-24,,
2020,RI,25-34,14.1,85.89999999999999
2020,RI,35-44,19.799999999999997,80.3
2020,RI,45-54,17.0,83.0
2020,RI,55-64,15.5,84.5
2020,RI,65+,8.4,91.6
2020,SC,18-24,12.2,87.8
2020,SC,25-34,15.7,84.3
2020,SC,35-44,27.6,72.5
2020,SC,45-54,23.9,76.2
2020,SC,55-64,22.5,77.5
2020,SC,65+,10.0,90.0
2020,SD,18-24,,
2020,SD,25-34,23.600000000000005,76.4
2020,SD,35-44,28.799999999999997,71.2
2020,SD,45-54,19.1,80.9
2020,SD,55-64,16.3,83.8
2020,SD,65+,9.5,90.4
2020,TN,18-24,,
2020,TN,25-34,20.7,79.4
2020,TN,35-44,21.5,78.5
2020,TN,45-54,23.8,76.3
2020,TN,55-64,23.799999999999997,76.1
2020,TN,65+,14.0,86.0
2020,TX,18-24,8.6,91.4
2020,TX,25-34,16.2,83.80000000000001
2020,TX,35-44,14.3,85.8
2020,TX,45-54,13.6,86.39999999999999
2020,TX,55-64,17.9,82.1
2020,TX,65+,8.3,91.80000000000001
2020,UT,18-24,4.9,95.2
2020,UT,25-34,10.7,89.3
2020,UT,35-44,9.4,90.7
2020,UT,45-54,9.2,90.8
2020,UT,55-64,11.3,88.69999999999999
2020,UT,65+,3.4000000000000004,96.6
2020,VA,18-24,8.3,91.7
2020,VA,25-34,17.7,82.30000000000001
2020,VA,35-44,15.3,84.7
2020,VA,45-54,13.7,86.30000000000001
2020,VA,55-64,17.2,82.8
2020,VA,65+,9.5,90.5
2020,VT,18-24,,
2020,VT,25-34,20.2,79.7
2020,VT,35-44,17.3,82.7
2020,VT,45-54,14.5,85.5
2020,VT,55-64,14.3,85.7
2020,VT,65+,7.1000000000000005,93.0
2020,WA,18-24,6.1,93.89999999999999
2020,WA,25-34,13.8,86.2
2020,WA,35-44,13.7,86.3
2020,WA,45-54,13.2,86.9
2020,WA,55-64,13.4,86.6
2020,WA,65+,8.0,92.0
2020,WI,18-24,,
2020,WI,25-34,18.1,81.9
2020,WI,35-44,21.4,78.6
2020,WI,45-54,19.3,80.6
2020,WI,55-64,17.4,82.6
2020,WI,65+,10.0,90.1
2020,WV,18-24,8.5,91.5
2020,WV,25-34,30.799999999999997,69.1
2020,WV,35-44,31.5,68.4
2020,WV,45-54,29.0,71.0
2020,WV,55-64,26.1,73.9
2020,WV,65+,12.7,87.3
2020,WY,18-24,17.20000000000001,82.8
2020,WY,25-34,25.4,74.6
2020,WY,35-44,23.9,76.2
2020,WY,45-54,21.1,78.9
2020,WY,55-64,16.0,84.0
2020,WY,65+,10.5,89.5
2021,AK,18-24,12.900000000000002,87.1
2021,AK,25-34,19.2,80.7
2021,AK,35-44,19.7,80.2
2021,AK,45-54,18.5,81.6
2021,AK,55-64,19.4,80.6
2021,AK,65+,11.8,88.1
2021,AL,18-24,,
2021,AL,25-34,19.8,80.1
2021,AL,35-44,24.6,75.4
2021,AL,45-54,20.9,79.1
2021,AL,55-64,20.0,80.0
2021,AL,65+,12.3,87.7
2021,AR,18-24,,
2021,AR,25-34,19.9,80.10000000000001
2021,AR,35-44,28.6,71.5
2021,AR,45-54,30.2,69.8
2021,AR,55-64,24.8,75.1
2021,AR,65+,12.899999999999999,87.1
2021,AZ,18-24,6.4,93.5
2021,AZ,25-34,15.100000000000001,84.9
2021,AZ,35-44,16.6,83.4
2021,AZ,45-54,16.8,83.19999999999999
2021,AZ,55-64,14.5,85.5
2021,AZ,65+,9.4,90.6
2021,CA,18-24,4.100000000000003,95.89999999999999
2021,CA,25-34,10.0,89.89999999999999
2021,CA,35-44,9.1,90.8
2021,CA,45-54,10.600000000000001,89.30000000000001
2021,CA,55-64,11.1,88.9
2021,CA,65+,7.3999999999999995,92.69999999999999
2021,CO,18-24,8.899999999999999,91.1
2021,CO,25-34,13.399999999999999,86.6
2021,CO,35-44,15.2,84.9
2021,CO,45-54,12.2,87.8
2021,CO,55-64,13.1,86.9
2021,CO,65+,8.6,91.5
2021,CT,18-24,,
2021,CT,25-34,12.899999999999999,87.10000000000001
2021,CT,35-44,13.7,86.4
2021,CT,45-54,14.5,85.5
2021,CT,55-64,13.6,86.4
2021,CT,65+,6.6,93.5
2021,DC,18-24,,
2021,DC,25-34,8.900000000000006,91.1
2021,DC,35-44,6.9,93.1
2021,DC,45-54,11.799999999999988,88.2
2021,DC,55-64,15.1,84.9
2021,DC,65+,10.6,89.4
2021,DE,18-24,,
2021,DE,25-34,16.799999999999997,83.2
2021,DE,35-44,21.200000000000003,78.7
2021,DE,45-54,15.700000000000001,84.30000000000001
2021,DE,55-64,14.200000000000001,85.8
2021,DE,65+,8.5,91.5
2021,GA,18-24,,
2021,GA,25-34,15.0,84.9
2021,GA,35-44,23.4,76.7
2021,GA,45-54,17.9,82.0
2021,GA,55-64,19.0,81.0
2021,GA,65+,8.7,91.4
2021,GU,18-24,,
2021,GU,25-34,,
2021,GU,35-44,25.7,74.3
2021,GU,45-54,23.299999999999994,76.7
2021,GU,55-64,24.699999999999996,75.3
2021,GU,65+,14.200000000000003,85.8
2021,HI,18-24,6.900000000000003,93.1
2021,HI,25-34,11.0,89.0
2021,HI,35-44,12.399999999999999,87.6
2021,HI,45-54,12.700000000000001,87.3
2021,HI,55-64,11.4,88.5
2021,HI,65+,7.0,93.0
2021,IA,18-24,6.300000000000001,93.7
2021,IA,25-34,18.8,81.1
2021,IA,35-44,19.8,80.3
2021,IA,45-54,18.1,81.9
2021,IA,55-64,18.4,81.6
2021,IA,65+,8.4,91.5
2021,ID,18-24,9.5,90.39999999999999
2021,ID,25-34,15.0,85.0
2021,ID,35-44,17.6,82.4
2021,ID,45-54,13.5,86.5
2021,ID,55-64,16.9,83.0
2021,ID,65+,8.5,91.6
2021,IL,18-24,,
2021,IL,25-34,13.099999999999994,86.9
2021,IL,35-44,17.8,82.19999999999999
2021,IL,45-54,15.600000000000001,84.3
2021,IL,55-64,14.0,86.0
2021,IL,65+,6.100000000000006,93.9
2021,IN,18-24,7.4,92.7
2021,IN,25-34,22.3,77.7
2021,IN,35-44,21.9,78.0
2021,IN,45-54,20.6,79.4
2021,IN,55-64,21.200000000000003,78.8
2021,IN,65+,11.0,89.0
2021,KS,18-24,8.9,91.0
2021,KS,25-34,20.5,79.5
2021,KS,35-44,22.099999999999998,78.0
2021,KS,45-54,16.8,83.1
2021,KS,55-64,17.4,82.6
2021,KS,65+,9.1,90.9
2021,KY,18-24,13.700000000000006,86.3
2021,KY,25-34,20.0,80.0
2021,KY,35-44,27.5,72.5
2021,KY,45-54,23.400000000000002,76.6
2021,KY,55-64,23.2,76.9
2021,KY,65+,11.8,88.19999999999999
2021,LA,18-24,,
2021,LA,25-34,19.3,80.6
2021,LA,35-44,26.4,73.6
2021,LA,45-54,22.0,78.0
2021,LA,55-64,24.1,75.9
2021,LA,65+,12.5,87.5
2021,MA,18-24,7.4,92.60000000000001
2021,MA,25-34,12.4,87.5
2021,MA,35-44,12.1,87.9
2021,MA,45-54,13.5,86.5
2021,MA,55-64,11.200000000000001,88.9
2021,MA,65+,7.6000000000000005,92.4
2021,MD,18-24,4.499999999999995,95.5
2021,MD,25-34,10.9,89.2
2021,MD,35-44,11.600000000000001,88.4
2021,MD,45-54,10.8,89.1
2021,MD,55-64,14.2,85.8
2021,MD,65+,7.6,92.4
2021,ME,18-24,,
2021,ME,25-34,20.4,79.5
2021,ME,35-44,24.0,76.0
2021,ME,45-54,20.9,79.1
2021,ME,55-64,17.8,82.2
2021,ME,65+,7.8,92.19999999999999
2021,MI,18-24,,
2021,MI,25-34,21.9,78.1
2021,MI,35-44,25.1,74.9
2021,MI,45-54,20.3,79.7
2021,MI,55-64,20.0,80.0
2021,MI,65+,11.0,89.0
2021,MN,18-24,6.8,93.1
2021,MN,25-34,14.3,85.69999999999999
2021,MN,35-44,19.2,80.9
2021,MN,45-54,14.299999999999999,85.6
2021,MN,55-64,17.2,82.69999999999999
2021,MN,65+,8.4,91.6
2021,MO,18-24,7.8,92.19999999999999
2021,MO,25-34,19.0,81.0
2021,MO,35-44,25.0,75.0
2021,MO,45-54,21.299999999999997,78.7
2021,MO,55-64,21.200000000000003,78.8
2021,MO,65+,10.3,89.69999999999999
2021,MS,18-24,11.9,88.1
2021,MS,25-34,21.4,78.6
2021,MS,35-44,26.9,73.1
2021,MS,45-54,22.1,77.9
2021,MS,55-64,21.7,78.3
2021,MS,65+,14.3,85.7
2021,MT,18-24,11.4,88.6
2021,MT,25-34,16.5,83.5
2021,MT,35-44,20.4,79.6
2021,MT,45-54,17.4,82.7
2021,MT,55-64,14.8,85.2
2021,MT,65+,9.0,91.1
2021,NC,18-24,7.899999999999997,92.1
2021,NC,25-34,18.3,81.7
2021,NC,35-44,19.9,80.1
2021,NC,45-54,17.0,83.1
2021,NC,55-64,15.5,84.5
2021,NC,65+,8.5,91.5
2021,ND,18-24,7.499999999999995,92.5
2021,ND,25-34,19.9,80.1
2021,ND,35-44,24.1,75.9
2021,ND,45-54,15.1,85.0
2021,ND,55-64,16.5,83.5
2021,ND,65+,7.4,92.6
2021,NE,18-24,6.7,93.3
2021,NE,25-34,13.7,86.30000000000001
2021,NE,35-44,18.1,81.9
2021,NE,45-54,17.0,83.0
2021,NE,55-64,17.700000000000003,82.4
2021,NE,65+,8.3,91.80000000000001
2021,NH,18-24,,
2021,NH,25-34,14.399999999999995,85.6
2021,NH,35-44,15.899999999999999,84.1
2021,NH,45-54,17.0,83.1
2021,NH,55-64,14.5,85.4
2021,NH,65+,7.4,92.6
2021,NJ,18-24,4.100000000000003,95.89999999999999
2021,NJ,25-34,13.2,86.9
2021,NJ,35-44,12.0,88.1
2021,NJ,45-54,11.7,88.30000000000001
2021,NJ,55-64,14.3,85.8
2021,NJ,65+,8.2,91.80000000000001
2021,NM,18-24,6.900000000000011,93.1
2021,NM,25-34,15.5,84.4
2021,NM,35-44,21.3,78.7
2021,NM,45-54,13.6,86.3
2021,NM,55-64,14.399999999999999,85.7
2021,NM,65+,9.1,90.8
2021,NV,18-24,,
2021,NV,25-34,15.9,84.1
2021,NV,35-44,16.99999999999999,83.0
2021,NV,45-54,17.09999999999999,82.9
2021,NV,55-64,23.900000000000006,76.1
2021,NV,65+,12.7,87.4
2021,NY,18-24,6.1,93.8
2021,NY,25-34,13.6,86.4
2021,NY,35-44,16.0,84.0
2021,NY,45-54,13.6,86.5
2021,NY,55-64,14.6,85.4
2021,NY,65+,8.2,91.9
2021,OH,18-24,9.9,90.1
2021,OH,25-34,20.5,79.5
2021,OH,35-44,25.0,75.0
2021,OH,45-54,22.4,77.6
2021,OH,55-64,20.8,79.2
2021,OH,65+,11.0,89.0
2021,OK,18-24,8.100000000000012,91.89999999999999
2021,OK,25-34,15.5,84.5
2021,OK,35-44,23.700000000000003,76.3
2021,OK,45-54,20.4,79.6
2021,OK,55-64,22.0,77.9
2021,OK,65+,12.100000000000001,87.8
2021,OR,18-24,7.2,92.8
2021,OR,25-34,15.5,84.5
2021,OR,35-44,14.899999999999999,85.1
2021,OR,45-54,12.399999999999999,87.6
2021,OR,55-64,16.1,83.8
2021,OR,65+,8.2,91.7
2021,PA,18-24,7.699999999999999,92.30000000000001
2021,PA,25-34,18.7,81.3
2021,PA,35-44,17.1,82.9
2021,PA,45-54,15.600000000000001,84.4
2021,PA,55-64,18.9,81.1
2021,PA,65+,9.3,90.69999999999999
2021,PR,18-24,,
2021,PR,25-34,10.799999999999992,89.2
2021,PR,35-44,13.100000000000001,86.89999999999999
2021,PR,45-54,9.5,90.5
2021,PR,55-64,11.599999999999989,88.4
2021,PR,65+,5.0,95.0
2021,RI,18-24,,
2021,RI,25-34,13.1,86.80000000000001
2021,RI,35-44,16.400000000000002,83.6
2021,RI,45-54,15.0,85.1
2021,RI,55-64,16.6,83.5
2021,RI,65+,7.0,93.0
2021,SC,18-24,,
2021,SC,25-34,15.3,84.7
2021,SC,35-44,23.3,76.7
2021,SC,45-54,20.5,79.5
2021,SC,55-64,18.8,81.2
2021,SC,65+,9.1,90.9
2021,SD,18-24,,
2021,SD,25-34,20.7,79.3
2021,SD,35-44,24.000000000000004,76.0
2021,SD,45-54,19.4,80.6
2021,SD,55-64,14.899999999999999,85.0
2021,SD,65+,8.100000000000012,91.9
2021,TN,18-24,11.599999999999998,88.4
2021,TN,25-34,20.9,79.1
2021,TN,35-44,25.9,74.1
2021,TN,45-54,21.5,78.4
2021,TN,55-64,23.0,77.1
2021,TN,65+,14.8,85.19999999999999
2021,TX,18-24,,
2021,TX,25-34,15.5,84.5
2021,TX,35-44,16.6,83.4
2021,TX,45-54,13.9,86.19999999999999
2021,TX,55-64,17.5,82.5
2021,TX,65+,8.2,91.8
2021,UT,18-24,4.1,95.9
2021,UT,25-34,8.7,91.3
2021,UT,35-44,10.0,90.0
2021,UT,45-54,7.800000000000001,92.2
2021,UT,55-64,7.800000000000001,92.19999999999999
2021,UT,65+,3.9,96.0
2021,VA,18-24,,
2021,VA,25-34,13.2,86.8
2021,VA,35-44,18.299999999999997,81.8
2021,VA,45-54,14.2,85.8
2021,VA,55-64,16.6,83.3
2021,VA,65+,8.1,91.9
2021,VI,18-24,,
2021,VI,25-34,,
2021,VI,35-44,,
2021,VI,45-54,,
2021,VI,55-64,,
2021,VI,65+,,
2021,VT,18-24,,
2021,VT,25-34,25.1,74.9
2021,VT,35-44,19.6,80.4
2021,VT,45-54,16.2,83.8
2021,VT,55-64,15.3,84.6
2021,VT,65+,9.2,90.8
2021,WA,18-24,3.8999999999999915,96.10000000000001
2021,WA,25-34,11.1,88.80000000000001
2021,WA,35-44,13.1,86.9
2021,WA,45-54,12.7,87.30000000000001
2021,WA,55-64,14.6,85.4
2021,WA,65+,7.8,92.2
2021,WI,18-24,,
2021,WI,25-34,15.399999999999999,84.6
2021,WI,35-44,17.3,82.8
2021,WI,45-54,17.6,82.4
2021,WI,55-64,16.9,83.1
2021,WI,65+,7.6000000000000005,92.4
2021,WV,18-24,13.0,87.0
2021,WV,25-34,30.6,69.4
2021,WV,35-44,34.0,66.0
2021,WV,45-54,25.5,74.4
2021,WV,55-64,24.1,76.0
2021,WV,65+,11.4,88.6
2021,WY,18-24,,
2021,WY,25-34,21.2,78.7
2021,WY,35-44,18.6,81.4
2021,WY,45-54,23.5,76.6
2021,WY,55-64,18.900000000000002,81.2
2021,WY,65+,9.0,91.0
2022,AK,18-24,9.8,90.1
2022,AK,25-34,17.6,82.4
2022,AK,35-44,20.700000000000003,79.4
2022,AK,45-54,19.1,80.9
2022,AK,55-64,18.7,81.2
2022,AK,65+,8.8,91.19999999999999
2022,AL,18-24,,
2022,AL,25-34,19.5,80.5
2022,AL,35-44,18.5,81.5
2022,AL,45-54,17.7,82.3
2022,AL,55-64,20.7,79.2
2022,AL,65+,9.0,90.9
2022,AR,18-24,,
2022,AR,25-34,17.6,82.4
2022,AR,35-44,30.900000000000002,69.19999999999999
2022,AR,45-54,24.0,76.0
2022,AR,55-64,24.0,75.9
2022,AR,65+,11.4,88.6
2022,AZ,18-24,,
2022,AZ,25-34,15.8,84.1
2022,AZ,35-44,15.8,84.19999999999999
2022,AZ,45-54,15.6,84.4
2022,AZ,55-64,13.6,86.4
2022,AZ,65+,9.2,90.69999999999999
2022,CA,18-24,3.8999999999999972,96.1
2022,CA,25-34,10.7,89.3
2022,CA,35-44,12.9,87.1
2022,CA,45-54,12.3,87.69999999999999
2022,CA,55-64,11.5,88.5
2022,CA,65+,6.3,93.7
2022,CO,18-24,7.1,92.9
2022,CO,25-34,10.9,89.1
2022,CO,35-44,15.2,84.8
2022,CO,45-54,11.0,89.1
2022,CO,55-64,12.8,87.1
2022,CO,65+,6.800000000000001,93.30000000000001
2022,CT,18-24,,
2022,CT,25-34,10.0,89.9
2022,CT,35-44,12.399999999999999,87.7
2022,CT,45-54,12.5,87.5
2022,CT,55-64,12.5,87.5
2022,CT,65+,7.1,92.9
2022,DC,18-24,,
2022,DC,25-34,8.49999999999999,91.5
2022,DC,35-44,14.7,85.3
2022,DC,45-54,11.799999999999994,88.2
2022,DC,55-64,17.1,82.9
2022,DC,65+,6.5,93.5
2022,DE,18-24,,
2022,DE,25-34,11.499999999999996,88.5
2022,DE,35-44,21.9,78.1
2022,DE,45-54,16.4,83.6
2022,DE,55-64,16.7,83.2
2022,DE,65+,7.699999999999999,92.30000000000001
2022,FL,18-24,,
2022,FL,25-34,13.4,86.69999999999999
2022,FL,35-44,16.799999999999997,83.1
2022,FL,45-54,13.299999999999999,86.7
2022,FL,55-64,15.0,85.0
2022,FL,65+,6.7,93.3
2022,GA,18-24,,
2022,GA,25-34,14.0,86.0
2022,GA,35-44,16.4,83.5
2022,GA,45-54,14.1,86.0
2022,GA,55-64,15.3,84.7
2022,GA,65+,9.7,90.30000000000001
2022,GU,18-24,,
2022,GU,25-34,18.800000000000004,81.2
2022,GU,35-44,25.999999999999993,74.0
2022,GU,45-54,21.199999999999992,78.80000000000001
2022,GU,55-64,22.7,77.30000000000001
2022,GU,65+,,
2022,HI,18-24,,
2022,HI,25-34,13.899999999999999,86.1
2022,HI,35-44,14.399999999999999,85.6
2022,HI,45-54,11.6,88.5
2022,HI,55-64,11.7,88.4
2022,HI,65+,5.7,94.3
2022,IA,18-24,8.0,92.0
2022,IA,25-34,17.7,82.2
2022,IA,35-44,19.1,80.9
2022,IA,45-54,17.599999999999998,82.4
2022,IA,55-64,19.6,80.30000000000001
2022,IA,65+,8.5,91.5
2022,ID,18-24,8.799999999999992,91.2
2022,ID,25-34,10.8,89.1
2022,ID,35-44,17.400000000000002,82.6
2022,ID,45-54,12.4,87.6
2022,ID,55-64,16.2,83.8
2022,ID,65+,7.1000000000000005,92.9
2022,IL,18-24,,
2022,IL,25-34,12.799999999999999,87.2
2022,IL,35-44,17.4,82.6
2022,IL,45-54,15.7,84.30000000000001
2022,IL,55-64,14.7,85.3
2022,IL,65+,8.2,91.8
2022,IN,18-24,5.2,94.89999999999999
2022,IN,25-34,18.6,81.2
2022,IN,35-44,21.400000000000002,78.6
2022,IN,45-54,21.1,78.9
2022,IN,55-64,21.0,79.0
2022,IN,65+,10.5,89.5
2022,KS,18-24,6.7,93.3
2022,KS,25-34,16.9,83.1
2022,KS,35-44,18.3,81.6
2022,KS,45-54,18.4,81.6
2022,KS,55-64,17.7,82.30000000000001
2022,KS,65+,10.2,89.9
2022,KY,18-24,,
2022,KY,25-34,15.700000000000001,84.2
2022,KY,35-44,18.4,81.7
2022,KY,45-54,23.799999999999997,76.2
2022,KY,55-64,26.0,73.9
2022,KY,65+,11.8,88.3
2022,LA,18-24,,
2022,LA,25-34,18.1,82.0
2022,LA,35-44,20.5,79.5
2022,LA,45-54,20.2,79.8
2022,LA,55-64,22.900000000000002,77.1
2022,LA,65+,12.0,88.0
2022,MA,18-24,6.199999999999994,93.80000000000001
2022,MA,25-34,11.4,88.7
2022,MA,35-44,13.799999999999999,86.2
2022,MA,45-54,12.1,87.9
2022,MA,55-64,11.0,89.0
2022,MA,65+,8.1,91.9
2022,MD,18-24,3.300000000000003,96.7
2022,MD,25-34,11.2,88.8
2022,MD,35-44,13.2,86.80000000000001
2022,MD,45-54,10.4,89.69999999999999
2022,MD,55-64,12.1,87.9
2022,MD,65+,6.4,93.6
2022,ME,18-24,12.3,87.7
2022,ME,25-34,18.5,81.5
2022,ME,35-44,20.0,79.9
2022,ME,45-54,17.8,82.2
2022,ME,55-64,16.8,83.3
2022,ME,65+,8.9,91.1
2022,MI,18-24,6.399999999999997,93.6
2022,MI,25-34,16.0,84.0
2022,MI,35-44,22.400000000000002,77.69999999999999
2022,MI,45-54,18.1,81.9
2022,MI,55-64,19.799999999999997,80.1
2022,MI,65+,9.8,90.2
2022,MN,18-24,8.2,91.8
2022,MN,25-34,14.4,85.6
2022,MN,35-44,17.2,82.8
2022,MN,45-54,15.0,85.0
2022,MN,55-64,15.100000000000001,85.0
2022,MN,65+,8.5,91.6
2022,MO,18-24,6.4,93.7
2022,MO,25-34,19.6,80.4
2022,MO,35-44,27.1,73.0
2022,MO,45-54,18.6,81.4
2022,MO,55-64,19.0,81.0
2022,MO,65+,10.5,89.4
2022,MS,18-24,,
2022,MS,25-34,18.3,81.7
2022,MS,35-44,23.8,76.2
2022,MS,45-54,19.0,81.0
2022,MS,55-64,22.899999999999988,77.1
2022,MS,65+,12.9,87.2
2022,MT,18-24,11.3,88.7
2022,MT,25-34,20.0,80.0
2022,MT,35-44,19.3,80.6
2022,MT,45-54,17.8,82.19999999999999
2022,MT,55-64,16.5,83.4
2022,MT,65+,9.399999999999999,90.7
2022,NC,18-24,13.6,86.39999999999999
2022,NC,25-34,15.6,84.4
2022,NC,35-44,18.2,81.9
2022,NC,45-54,14.5,85.5
2022,NC,55-64,16.4,83.6
2022,NC,65+,10.1,89.9
2022,ND,18-24,8.299999999999994,91.7
2022,ND,25-34,17.6,82.3
2022,ND,35-44,21.6,78.4
2022,ND,45-54,14.200000000000001,85.8
2022,ND,55-64,19.7,80.30000000000001
2022,ND,65+,9.9,90.1
2022,NE,18-24,8.9,91.10000000000001
2022,NE,25-34,13.0,87.0
2022,NE,35-44,17.9,82.0
2022,NE,45-54,14.700000000000001,85.3
2022,NE,55-64,16.9,83.1
2022,NE,65+,8.1,91.9
2022,NH,18-24,,
2022,NH,25-34,11.599999999999994,88.4
2022,NH,35-44,16.0,84.1
2022,NH,45-54,15.1,84.9
2022,NH,55-64,12.899999999999999,87.1
2022,NH,65+,7.6,92.4
2022,NJ,18-24,4.400000000000003,95.6
2022,NJ,25-34,11.5,88.5
2022,NJ,35-44,13.9,86.10000000000001
2022,NJ,45-54,13.0,87.0
2022,NJ,55-64,12.7,87.2
2022,NJ,65+,6.699999999999999,93.30000000000001
2022,NM,18-24,,
2022,NM,25-34,16.299999999999997,83.7
2022,NM,35-44,19.5,80.4
2022,NM,45-54,15.8,84.2
2022,NM,55-64,17.7,82.3
2022,NM,65+,10.7,89.3
2022,NV,18-24,,
2022,NV,25-34,10.699999999999994,89.3
2022,NV,35-44,20.2,79.8
2022,NV,45-54,15.9,84.1
2022,NV,55-64,18.5,81.5
2022,NV,65+,13.2,86.7
2022,NY,18-24,5.8000000000000025,94.2
2022,NY,25-34,12.7,87.30000000000001
2022,NY,35-44,14.1,85.89999999999999
2022,NY,45-54,13.0,87.0
2022,NY,55-64,13.600000000000001,86.4
2022,NY,65+,8.1,91.80000000000001
2022,OH,18-24,8.4,91.5
2022,OH,25-34,18.4,81.6
2022,OH,35-44,23.099999999999998,76.9
2022,OH,45-54,21.8,78.2
2022,OH,55-64,20.2,79.8
2022,OH,65+,11.4,88.5
2022,OK,18-24,10.7,89.2
2022,OK,25-34,15.9,84.1
2022,OK,35-44,19.6,80.5
2022,OK,45-54,18.2,81.8
2022,OK,55-64,19.5,80.5
2022,OK,65+,10.9,89.2
2022,OR,18-24,,
2022,OR,25-34,14.0,86.0
2022,OR,35-44,16.2,83.8
2022,OR,45-54,15.3,84.69999999999999
2022,OR,55-64,15.0,85.0
2022,OR,65+,8.4,91.6
2022,PA,18-24,,
2022,PA,25-34,20.9,79.1
2022,PA,35-44,18.0,82.1
2022,PA,45-54,18.2,81.8
2022,PA,55-64,18.0,82.0
